porB,tbpB,ST
8894,4,15305
8995,353,15306
8896,2491,15307
8897,29,15308
8898,29,15309
8899,10,15310
8900,21,15311
8901,2491,15312
8903,2525,15313
8902,21,15314
8903,10,15315
8904,29,15316
8905,10,15317
8906,27,15318
8907,241,15319
8908,10,15320
8909,2491,15321
8909,10,15322
8910,110,15323
8911,110,15324
8912,241,15325
8913,21,15326
8914,21,15327
8915,113,15328
8916,21,15329
8917,110,15330
8918,4,15331
8919,21,15332
8920,241,15333
8921,110,15334
8922,21,15335
8923,110,15336
8924,21,15337
8925,10,15338
8926,241,15339
8927,33,15340
8928,241,15341
8929,241,15342
8930,21,15343
8931,241,15344
8932,10,15345
8933,110,15346
8934,10,15347
8935,241,15348
8936,241,15349
8937,4,15350
8938,10,15351
8939,27,15352
8940,21,15353
8941,3,15354
8942,1307,15355
8943,2101,15356
8944,110,15357
8945,29,15358
8946,110,15359
8947,29,15360
8948,110,15361
8949,10,15362
8950,21,15363
8951,110,15364
8952,21,15365
8953,241,15366
8954,110,15367
8955,21,15368
8956,10,15369
8957,110,15370
8958,10,15371
8928,1293,15372
8959,110,15373
8960,276,15374
8961,110,15375
8962,10,15376
8963,1307,15377
8964,110,15378
8965,241,15379
8966,10,15380
8967,110,15381
8968,110,15382
8969,21,15383
8970,110,15384
8971,10,15385
8972,2532,15386
8973,241,15387
8974,10,15388
8975,4,15389
8976,110,15390
8977,241,15391
8978,110,15392
8979,2529,15393
8980,110,15394
8981,241,15395
8982,10,15396
8983,110,15397
8984,10,15398
8985,241,15399
8986,1307,15400
8987,241,15401
8988,21,15402
8989,21,15403
8990,276,15404
8991,241,15405
8992,21,15406
8993,110,15407
8994,10,15408
8995,10,15409
8960,110,15410
8996,110,15411
8997,10,15412
8998,10,15413
8999,241,15414
9000,10,15415
9001,241,15416
9002,110,15417
9003,10,15418
9004,27,15419
9005,10,15420
9006,526,15421
9007,27,15422
9008,29,15423
9009,10,15424
9010,10,15425
9011,10,15426
9011,110,15427
9012,1307,15428
9013,10,15429
9014,110,15430
9015,110,15431
9016,1307,15432
9017,10,15433
8953,27,15434
9018,10,15435
9019,110,15436
9020,110,15437
9021,27,15438
9022,10,15439
9023,10,15440
9024,21,15441
9025,27,15442
9026,10,15443
9027,10,15444
9028,27,15445
9028,10,15446
9029,241,15447
9030,241,15448
9031,241,15449
9032,241,15450
9033,738,15451
9034,276,15452
9035,241,15453
9036,10,15454
9037,10,15455
9038,27,15456
9039,21,15457
9040,10,15458
9041,2533,15459
9042,110,15460
9043,110,15461
9044,21,15462
9045,903,15463
9046,110,15464
9047,10,15465
9048,241,15466
9049,110,15467
9050,241,15468
9051,110,15469
9052,110,15470
9019,27,15471
9053,10,15472
9054,27,15473
9055,110,15474
9056,21,15475
9057,10,15476
9058,27,15477
9059,241,15478
9060,10,15479
9061,241,15480
9062,110,15481
9063,2535,15482
9064,110,15483
9065,110,15484
9066,1307,15485
9067,110,15486
9068,119,15487
9069,27,15488
9070,156,15489
9071,110,15490
9072,10,15491
9073,27,15492
9074,27,15493
9075,2535,15494
9076,1307,15495
9077,241,15496
9078,10,15497
9079,2536,15498
9080,1307,15499
9081,110,15500
9082,241,15501
9083,241,15502
9084,10,15503
9085,110,15504
9086,110,15505
9087,10,15506
9088,21,15507
9089,110,15508
8979,110,15509
9090,21,15510
9091,21,15511
9092,110,15512
9093,110,15513
90,2543,15514
9125,612,15515
9126,2544,15516
9127,5,15517
9128,343,15518
124,2523,15519
2763,2526,15520
908,2527,15521
337,2528,15522
543,2530,15523
908,2531,15524
1785,2422,15525
2551,2532,15526
4022,2534,15527
206,2528,15528
7616,29,15529
3779,241,15530
1573,110,15531
3488,10,15532
5291,29,15533
4220,1866,15534
8333,874,15535
164,1307,15536
2595,21,15537
1543,113,15538
4240,110,15539
40,1307,15540
1359,10,15541
1456,27,15542
4532,1365,15543
970,10,15544
3597,334,15545
760,1307,15546
2569,110,15547
4,98,15548
5186,29,15549
506,27,15550
260,1307,15551
8254,27,15552
206,538,15553
7766,10,15554
4045,241,15555
4065,27,15556
4048,10,15557
2450,21,15558
1220,113,15559
4,241,15560
2653,1307,15561
5603,110,15562
4028,538,15563
5904,27,15564
3972,21,15565
3285,110,15566
3518,21,15567
709,33,15568
2990,27,15569
2128,1307,15570
899,1307,15571
3059,25,15572
9094,10,15573
543,894,15574
481,10,15575
4669,2089,15576
8772,27,15577
3921,21,15578
3854,2346,15579
2587,110,15580
6736,27,15581
2252,241,15582
1397,2089,15583
9129,4,15584
9130,719,15585
9131,1910,15586
9132,4,15587
9133,30,15588
7738,1971,15589
5751,1000,15590
9137,27,15591
9138,110,15592
65,278,15593
9134,4,15594
9135,953,15595
9136,10,15596
2740,58,15597
9139,18,15598
9140,4,15599
7801,894,15600
3575,2537,15601
1910,563,15602
1053,27,15603
2780,135,15604
5041,894,15605
402,1189,15606
5041,25,15607
7245,894,15608
9143,241,15609
2847,738,15610
5136,23,15611
3857,738,15612
261,2488,15613
8781,2472,15614
8333,267,15615
1433,110,15616
5519,4,15617
1433,33,15618
8666,27,15619
3540,175,15620
193,1864,15621
1750,1052,15622
9144,32,15623
9145,4,15624
9146,6,15625
8343,110,15626
8623,2393,15627
9147,563,15628
1785,1365,15629
3031,1602,15630
8042,953,15631
7736,4,15632
9148,33,15633
9149,29,15634
30,2313,15635
6958,29,15636
9152,35,15637
9153,612,15638
7650,602,15639
2577,18,15640
2915,1562,15641
249,2546,15642
91,2545,15643
9157,137,15644
9159,4,15645
9158,6,15646
9160,563,15647
2233,894,15648
870,33,15649
19,2488,15650
9163,2488,15651
2852,33,15652
6106,25,15653
9165,894,15654
9166,894,15655
9164,135,15656
9168,1189,15657
9167,894,15658
9169,16,15659
9170,29,15660
9161,1189,15661
536,2548,15662
9171,25,15663
9154,10,15664
9155,10,15665
9156,10,15666
604,752,15667
3150,2393,15668
161,2549,15669
9172,2550,15670
8626,602,15671
9173,563,15672
371,35,15673
6553,136,15674
8772,602,15675
9161,894,15676
1910,33,15677
5475,2488,15678
2703,110,15679
28,18,15680
6106,16,15681
6106,1189,15682
3448,1466,15683
3970,483,15684
9174,21,15685
5461,27,15686
2,2551,15687
1142,18,15688
9175,29,15689
7689,27,15690
9176,563,15691
9177,4,15692
9178,1388,15693
9150,110,15694
7482,507,15695
9151,110,15696
1582,50,15697
9179,1388,15698
90,1000,15699
9180,1372,15700
6886,1388,15701
9181,29,15702
3040,1582,15703
2429,996,15704
9182,27,15705
8785,563,15706
9179,563,15707
9183,241,15708
9184,563,15709
9185,4,15710
3671,2552,15711
9186,18,15712
4025,602,15713
6653,1971,15714
6675,2043,15715
3991,2284,15716
6136,135,15717
9187,10,15718
9188,10,15719
9189,1036,15720
9190,10,15721
1723,4,15722
4323,1684,15723
6226,188,15724
161,522,15725
7180,189,15726
9191,188,15727
90,2553,15728
9192,563,15729
9193,35,15730
3642,1189,15731
7675,1129,15732
4235,110,15733
19,2516,15734
3255,33,15735
124,29,15736
30,267,15737
2002,241,15738
851,29,15739
3643,267,15740
7788,953,15741
8294,2132,15742
1457,21,15743
9194,1576,15744
9195,1519,15745
9196,1189,15746
5743,4,15747
9197,118,15748
1750,2554,15749
9198,267,15750
2550,110,15751
9199,110,15752
9200,10,15753
9201,953,15754
1053,1553,15755
90,2555,15756
9208,110,15757
9209,29,15758
9210,10,15759
9211,60,15760
9212,18,15761
9213,29,15762
5200,29,15763
161,2056,15764
1489,2556,15765
9226,1920,15766
9227,29,15767
6412,4,15768
9228,393,15769
3040,4,15770
7166,4,15771
9229,33,15772
4018,2557,15773
61,2551,15774
9230,953,15775
9231,10,15776
6726,188,15777
6806,27,15778
9202,1189,15779
9203,75,15780
9204,894,15781
9205,953,15782
9206,1189,15783
9207,2479,15784
9214,1189,15785
9215,10,15786
9216,16,15787
9217,27,15788
9218,1189,15789
5781,137,15790
9219,602,15791
9220,1189,15792
9221,1189,15793
9222,135,15794
9223,563,15795
9224,110,15796
9225,2056,15797
1873,2507,15798
30,21,15799
6806,2558,15800
997,1476,15801
96,738,15802
9234,2559,15803
9235,10,15804
9236,137,15805
9237,1093,15806
9238,857,15807
4,2560,15808
9239,2443,15809
2978,33,15810
5924,1461,15811
1135,119,15812
1794,2561,15813
9240,10,15814
9241,10,15815
2978,1059,15816
6998,4,15817
9242,10,15818
9243,10,15819
1132,1058,15820
543,1036,15821
9244,186,15822
667,752,15823
2978,10,15824
9245,831,15825
9246,119,15826
9247,119,15827
6549,107,15828
1794,10,15829
2978,2345,15830
9248,2093,15831
90,2562,15832
3573,2563,15833
9249,10,15834
9250,1989,15835
1447,566,15836
2261,752,15837
9251,752,15838
2261,2564,15839
1997,158,15840
2261,33,15841
683,186,15842
4873,29,15843
9232,563,15844
9233,137,15845
2920,267,15846
206,1022,15847
8621,267,15848
9255,267,15849
9256,110,15850
9257,563,15851
6810,2565,15852
9252,2542,15853
9253,564,15854
9254,4,15855
123,2566,15856
9258,33,15857
9259,186,15858
1576,33,15859
5948,2567,15860
9260,137,15861
9261,29,15862
9262,35,15863
9263,186,15864
5185,110,15865
9264,455,15866
6106,2541,15867
9265,1189,15868
9266,4,15869
9267,1103,15870
9268,602,15871
9269,35,15872
9270,1189,15873
9271,33,15874
9272,833,15875
9273,953,15876
9274,29,15877
90,2568,15878
9275,1189,15879
9277,29,15880
9276,241,15881
9278,186,15882
9279,953,15883
4,526,15884
4,271,15885
1274,752,15886
9280,21,15887
9281,10,15888
9282,2443,15889
9283,110,15890
9284,10,15891
9284,21,15892
9285,10,15893
9286,29,15894
4332,894,15895
3575,2541,15896
9287,241,15897
9288,953,15898
90,2569,15899
9289,27,15900
9290,894,15901
9291,894,15902
391,953,15903
7964,33,15904
6810,632,15905
6094,29,15906
9292,188,15907
9293,18,15908
5860,188,15909
9294,110,15910
9295,110,15911
9296,241,15912
9297,2570,15913
2659,334,15914
542,563,15915
1910,2571,15916
6106,563,15917
626,110,15918
9298,1603,15919
9299,1000,15920
1615,953,15921
5606,29,15922
72,18,15923
543,215,15924
9300,21,15925
3029,658,15926
9301,10,15927
9302,10,15928
9303,10,15929
9304,10,15930
421,2572,15931
9305,4,15932
6766,894,15933
3957,10,15934
866,10,15935
246,563,15936
246,953,15937
3957,4,15938
5912,10,15939
2,563,15940
22,563,15941
9315,4,15942
3469,4,15943
8785,33,15944
9318,29,15945
9317,2573,15946
9323,25,15947
396,135,15948
9325,2576,15949
4358,2573,15950
9308,189,15951
9306,137,15952
1483,25,15953
3067,27,15954
9312,2574,15955
251,137,15956
9313,4,15957
9316,137,15958
9310,4,15959
302,72,15960
3318,27,15961
804,2573,15962
6170,25,15963
6170,137,15964
9319,1716,15965
251,1716,15966
804,75,15967
6170,136,15968
9319,110,15969
9333,136,15970
373,2577,15971
9334,118,15972
9326,137,15973
90,1779,15974
9327,137,15975
9328,137,15976
9329,137,15977
9330,2573,15978
5675,4,15979
9320,137,15980
9314,189,15981
90,2578,15982
3318,189,15983
9324,25,15984
9331,2575,15985
9311,118,15986
1483,4,15987
9332,6,15988
206,1838,15989
9307,137,15990
266,75,15991
9321,4,15992
9322,29,15993
9321,2575,15994
9322,2000,15995
6744,29,15996
407,137,15997
90,9,15998
9335,137,15999
6143,4,16000
3059,1971,16001
6933,137,16002
7435,738,16003
4,602,16004
6809,29,16005
101,1519,16006
852,137,16007
4941,563,16008
9337,33,16009
9338,563,16010
4941,29,16011
9339,60,16012
9340,29,16013
9341,137,16014
8417,2580,16015
9342,27,16016
1914,267,16017
9343,26,16018
1889,33,16019
9344,186,16020
9345,29,16021
9346,2348,16022
9347,241,16023
246,26,16024
9348,29,16025
9349,110,16026
9350,110,16027
9351,110,16028
9352,110,16029
2043,2581,16030
9353,110,16031
147,2582,16032
3648,110,16033
105,563,16034
4537,24,16035
9354,110,16036
9355,110,16037
9356,110,16038
30,2583,16039
9361,10,16040
9357,752,16041
9358,2443,16042
9359,10,16043
9360,2565,16044
9362,10,16045
6660,21,16046
5171,21,16047
9363,18,16048
9364,4,16049
2613,677,16050
4301,33,16051
5474,2437,16052
6214,602,16053
9365,110,16054
9366,35,16055
7875,953,16056
1735,110,16057
8070,33,16058
1053,752,16059
8583,953,16060
536,110,16061
134,563,16062
4959,1133,16063
1053,1820,16064
2656,186,16065
6967,367,16066
9368,110,16067
30,60,16068
9367,267,16069
1053,241,16070
6720,2584,16071
3048,33,16072
30,1022,16073
5255,18,16074
9369,241,16075
9370,136,16076
9371,602,16077
9372,188,16078
9373,16,16079
9374,22,16080
9375,29,16081
9376,18,16082
9377,2587,16083
9378,16,16084
903,2585,16085
1417,2586,16086
6171,2587,16087
5266,2588,16088
4658,18,16089
161,2060,16090
433,455,16091
7675,1458,16092
61,137,16093
3003,267,16094
2035,27,16095
65,70,16096
9379,2443,16097
9380,21,16098
9381,18,16099
9382,241,16100
161,33,16101
9383,4,16102
536,267,16103
7517,29,16104
9309,110,16105
596,2589,16106
406,137,16107
9384,4,16108
9385,110,16109
5902,137,16110
8574,241,16111
5845,29,16112
9386,24,16113
9389,39,16114
9388,2590,16115
9390,2591,16116
9390,291,16117
9391,118,16118
697,2592,16119
9392,520,16120
7562,2593,16121
642,2594,16122
9393,23,16123
516,2595,16124
9394,2596,16125
9395,23,16126
9396,29,16127
9397,15,16128
193,2065,16129
101,46,16130
642,9,16131
1574,32,16132
947,60,16133
106,1066,16134
147,265,16135
2268,294,16136
5051,263,16137
1836,4,16138
206,508,16139
206,1282,16140
391,736,16141
147,44,16142
2484,285,16143
147,178,16144
90,1282,16145
121,1394,16146
91,278,16147
139,74,16148
132,32,16149
91,29,16150
7974,460,16151
1217,894,16152
1910,1022,16153
206,1189,16154
9398,18,16155
6720,2467,16156
433,29,16157
9399,2597,16158
9400,29,16159
9401,4,16160
28,1189,16161
90,1129,16162
7433,752,16163
1973,110,16164
3448,10,16165
7768,21,16166
8666,6,16167
7608,6,16168
5136,18,16169
1489,2579,16170
9403,2600,16171
9404,629,16172
9408,27,16173
9407,6,16174
1483,2598,16175
7140,2599,16176
9402,27,16177
9408,75,16178
5795,75,16179
9410,187,16180
9409,75,16181
9336,4,16182
9405,6,16183
9406,399,16184
9411,6,16185
3457,2601,16186
9403,189,16187
9412,33,16188
9413,263,16189
9414,831,16190
9415,563,16191
9416,2604,16192
9417,10,16193
9417,953,16194
9420,894,16195
9421,135,16196
9422,894,16197
9423,1189,16198
9425,75,16199
9426,1189,16200
9427,35,16201
997,2602,16202
2874,2603,16203
4169,2605,16204
1808,2607,16205
9418,953,16206
9424,2606,16207
9428,2058,16208
90,267,16209
1615,1189,16210
2206,16,16211
4236,21,16212
2551,267,16213
9429,894,16214
9430,135,16215
90,2608,16216
9431,2609,16217
315,1649,16218
596,2610,16219
9432,58,16220
9433,1134,16221
9434,1649,16222
9435,58,16223
9436,98,16224
4301,131,16225
9437,98,16226
596,98,16227
9438,98,16228
315,2611,16229
1350,996,16230
832,2612,16231
9439,2613,16232
2133,996,16233
596,49,16234
9440,29,16235
9441,26,16236
3534,21,16237
2910,897,16238
90,2614,16239
9442,29,16240
9443,26,16241
1448,1093,16242
2874,328,16243
9458,110,16244
8741,4,16245
3402,92,16246
9465,110,16247
9459,165,16248
6063,1971,16249
9444,110,16250
9460,1971,16251
9456,2616,16252
9457,110,16253
9463,21,16254
9467,1411,16255
9466,1411,16256
7260,2620,16257
9469,831,16258
9469,953,16259
9468,953,16260
9454,60,16261
9446,60,16262
9447,60,16263
9448,1411,16264
1851,137,16265
9449,60,16266
4378,60,16267
8738,455,16268
700,2618,16269
9455,33,16270
9450,455,16271
161,2615,16272
9461,1971,16273
9451,110,16274
9452,110,16275
9462,1372,16276
90,2617,16277
9453,25,16278
9464,186,16279
9445,328,16280
9444,2619,16281
90,331,16282
134,18,16283
2852,1189,16284
356,1057,16285
2206,1189,16286
1038,32,16287
55,267,16288
7738,18,16289
90,1412,16290
1320,2566,16291
277,1313,16292
6720,602,16293
5533,110,16294
7648,563,16295
7010,110,16296
9470,29,16297
9471,18,16298
9472,4,16299
9473,743,16300
9474,4,16301
2206,110,16302
9475,110,16303
90,632,16304
9476,137,16305
1164,2621,16306
6346,33,16307
6720,4,16308
9479,563,16309
3957,953,16310
8020,2622,16311
332,110,16312
121,75,16313
9483,2623,16314
9482,18,16315
9481,953,16316
9480,188,16317
9498,10,16318
4378,110,16319
9499,110,16320
9500,33,16321
9490,10,16322
5919,110,16323
8728,455,16324
5919,33,16325
2659,294,16326
6962,21,16327
9484,110,16328
9485,110,16329
9486,33,16330
9487,60,16331
9488,110,16332
9489,110,16333
6962,27,16334
9491,110,16335
9492,2443,16336
9493,10,16337
9494,110,16338
3660,110,16339
9495,10,16340
8735,4,16341
8617,21,16342
9496,33,16343
8727,2422,16344
4380,21,16345
9497,110,16346
9477,2472,16347
9501,2624,16348
426,2624,16349
9192,18,16350
3575,2624,16351
9478,33,16352
9502,29,16353
9503,33,16354
9504,4,16355
9505,1189,16356
9506,27,16357
9507,2056,16358
9508,33,16359
9509,1129,16360
9510,272,16361
9511,107,16362
1135,2625,16363
870,241,16364
9512,10,16365
30,75,16366
1042,719,16367
9513,563,16368
5475,137,16369
201,241,16370
9514,110,16371
9515,191,16372
4071,110,16373
3388,29,16374
9516,33,16375
9517,2443,16376
9518,110,16377
3355,1035,16378
6226,18,16379
9519,2443,16380
9520,10,16381
9521,156,16382
8461,21,16383
9522,2472,16384
6106,27,16385
9523,894,16386
9523,1189,16387
147,136,16388
9524,1378,16389
9525,2488,16390
908,2565,16391
535,1576,16392
5924,107,16393
9526,4,16394
7260,563,16395
9527,1064,16396
9528,4,16397
1891,1811,16398
9529,953,16399
90,2626,16400
6653,2056,16401
8220,602,16402
26,2493,16403
9530,29,16404
1388,894,16405
1910,2627,16406
9531,2056,16407
8592,267,16408
3059,4,16409
9532,4,16410
9533,6,16411
9534,189,16412
5606,2628,16413
9302,2521,16414
9535,752,16415
9536,10,16416
9537,1606,16417
3216,29,16418
3166,29,16419
3166,241,16420
9538,33,16421
9502,137,16422
201,137,16423
5507,22,16424
61,2433,16425
9227,2467,16426
5136,2430,16427
9539,894,16428
9540,894,16429
9541,1000,16430
123,165,16431
2212,953,16432
9542,324,16433
9543,602,16434
9544,10,16435
2665,10,16436
9545,21,16437
9546,1036,16438
1042,2629,16439
9547,10,16440
246,137,16441
2261,2630,16442
9548,10,16443
9549,21,16444
9550,186,16445
9551,107,16446
9552,10,16447
3466,2631,16448
9553,75,16449
9554,197,16450
5522,110,16451
5343,135,16452
9555,418,16453
4442,632,16454
91,135,16455
2382,4,16456
95,24,16457
105,149,16458
5055,32,16459
542,4,16460
7386,293,16461
90,149,16462
6815,1498,16463
3682,33,16464
3682,1498,16465
908,1498,16466
3682,18,16467
